TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;3855320.19;3855320.19;3853170.19;2150.00;0.00;0.00;0.00;0.00;0.00
Classe;12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;36516.66;36516.66;36516.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;36559.18;36559.18;36559.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3967117.46;3967117.46;3967117.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.330.846/0001-79;LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;10000.02;10000.02;10000.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2025-02-28;429269.19;429269.19;429269.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-02-28;6873018.20;6873018.20;6873018.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;2162343.26;2162343.26;2159876.59;2466.67;0.00;0.00;0.00;0.00;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2638250.11;2638250.11;2638250.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;25142961.97;25142961.97;25142952.38;9.59;0.00;0.00;0.00;0.00;0.00
Classe;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;5748318.28;5748318.28;5748318.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;219121.50;219121.50;795.91;218325.59;0.00;0.00;0.00;0.00;0.00
Classe;12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;138390.80;138390.80;138390.80;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA GOAL ONE;2025-02-28;1169596.94;1169596.94;1169596.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;378016.43;378016.43;795.91;377220.52;0.00;0.00;0.00;0.00;0.00
Classe;12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-02-28;444843.15;444843.15;795.91;444047.24;0.00;0.00;0.00;0.00;0.00
Classe;12.660.468/0001-91;FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-02-28;221492.30;221492.30;795.91;220696.39;0.00;0.00;0.00;0.00;0.00
Classe;12.674.251/0001-30;FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-02-28;1710005.50;1710005.50;795.91;1709209.59;0.00;0.00;0.00;0.00;0.00
Classe;12.674.257/0001-08;FC6 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;380650.92;380650.92;795.91;379855.01;0.00;0.00;0.00;0.00;0.00
Classe;12.712.606/0001-39;IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4546884.32;4546884.32;4546884.31;0.01;0.00;0.00;0.00;0.00;0.00
Classe;12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM;2025-02-28;7009416.81;7009416.81;7009416.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.764.483/0001-80;NEGOCIAL FIDC SEGMENTO ECONÔMICO FINANCEIRO, INDUSTRIAL, COMERCIAL E PRESTAÇÃO DE SERVIÇOS;2025-02-28;2903285.68;2903285.68;2903285.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.769.511/0001-51;ID FINANCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;30591.37;30591.37;30591.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2025-02-28;587228.05;587228.05;587228.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2025-02-28;29146821.70;29146821.70;222390.78;28924430.92;0.00;0.00;0.00;0.00;0.00
Classe;12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO;2025-02-28;32049.03;32049.03;32049.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;17113.67;17113.67;17113.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;4685337.35;4685337.35;4685337.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL;2025-02-28;33480252.20;33480252.20;33480252.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.910.431/0001-74;MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;1527208.68;1527208.68;1527208.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;1303398.33;1303398.33;1303398.25;0.08;0.00;0.00;0.00;0.00;0.00
Classe;12.956.543/0001-66;CAMBUI FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;251812.99;251812.99;251812.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;5926.24;5926.24;5926.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.005.223/0001-93;DANIELE FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;28891.17;28891.17;28891.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.026.491/0001-91;HAMPTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;473682.24;473682.24;473682.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIUM SOLIS;2025-02-28;4107362.42;4107362.42;4107362.42;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.098.860/0001-51;GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICRÉDITO;2025-02-28;5917373.53;5917373.53;5917373.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE;2025-02-28;341582.52;341582.52;341582.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.327.334/0001-16;UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4503119.36;4503119.36;4503119.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.342.963/0001-15;TARGET BANK JS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;53324.00;53324.00;53324.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.344.834/0001-66;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2025-02-28;90868271.81;90868271.81;90868271.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.348.521/0001-86;RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;375776.53;375776.53;375776.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12113.50;12113.50;12113.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;47018.85;47018.85;20018.85;27000.00;0.00;0.00;0.00;0.00;0.00
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;1396215.27;1396215.27;1396214.75;0.52;0.00;0.00;0.00;0.00;0.00
Classe;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2025-02-28;69490.94;69490.94;69490.90;0.04;0.00;0.00;0.00;0.00;0.00
Classe;13.509.993/0001-73;POLO MULTISETORIAL CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;3061209.52;3061209.52;1208038.03;1853171.49;0.00;0.00;0.00;0.00;0.00
Classe;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO-PADRONIZADO;2025-02-28;698574.16;698574.16;698574.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-02-28;1574301.66;1574301.66;1574301.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-02-28;1771401.77;1771401.77;1771401.77;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2025-02-28;84602.26;84602.26;84602.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12577410.59;12577410.59;20130.59;12557280.00;0.00;0.00;0.00;0.00;0.00
Classe;13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2025-02-28;298168.64;298168.64;298168.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;74072.95;74072.95;74072.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2025-02-28;2667155.14;2667155.14;2665320.52;1834.62;0.00;0.00;0.00;0.00;0.00
Classe;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2025-02-28;1159669.40;1159669.40;1159669.39;0.01;0.00;0.00;0.00;0.00;0.00
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;1887107.29;1887107.29;1632496.68;254610.61;0.00;0.00;0.00;0.00;0.00
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1023040.65;1023040.65;1023040.64;0.01;0.00;0.00;0.00;0.00;0.00
Classe;13.842.701/0001-10;NEW TRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2025-02-28;2850843.44;2850843.44;2850842.30;1.14;0.00;0.00;0.00;0.00;0.00
Classe;13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;162145.55;162145.55;0.00;162145.55;0.00;0.00;0.00;0.00;0.00
Classe;13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;40869.82;40869.82;40869.82;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;234406.33;234406.33;234406.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;1369015.24;1369015.24;1369015.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;55344.83;55344.83;53528.12;1816.71;0.00;0.00;0.00;0.00;0.00
Classe;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;1563350.30;1563350.30;1563350.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-02-28;2413242.69;2413242.69;2413242.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-02-28;4124204.29;4124204.29;4124204.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;105661.24;105661.24;105661.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;25549.40;25549.40;19321.81;6227.59;0.00;0.00;0.00;0.00;0.00
Classe;14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-02-28;1260035.57;1260035.57;1260035.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;113648.58;113648.58;113648.50;0.08;0.00;0.00;0.00;0.00;0.00
Classe;14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;46569.43;46569.43;44002.76;2566.67;0.00;0.00;0.00;0.00;0.00
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;16060515.86;16060515.86;16060515.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;230745.38;230745.38;230745.38;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;1338467.42;1338467.42;1338467.24;0.18;0.00;0.00;0.00;0.00;0.00
Classe;14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;34854.16;34854.16;34187.49;666.67;0.00;0.00;0.00;0.00;0.00
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;3464586.45;3464586.45;3461419.78;3166.67;0.00;0.00;0.00;0.00;0.00
Classe;14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2025-02-28;71649.78;71649.78;71649.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2025-02-28;76033.25;76033.25;76033.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-02-28;785220.48;785220.48;785220.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;175491.22;175491.22;175491.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;25751024.65;25751024.65;25751024.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2025-02-28;308287751.60;308287751.60;157174629.57;151113122.03;0.00;0.00;0.00;0.00;0.00
Classe;15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;46776.93;46776.93;46776.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-02-28;593816.87;593816.87;593816.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2025-02-28;428237.46;428237.46;428237.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;5587445.15;5587445.15;5587445.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1788533.90;1788533.90;1788533.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2025-02-28;209414.94;209414.94;209414.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2025-02-28;219850545.99;219850545.99;0.00;219850545.99;0.00;0.00;0.00;0.00;0.00
Classe;16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;35146.93;35146.93;35146.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2025-02-28;5573037.78;5573037.78;5573037.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;26128.45;26128.45;26128.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-02-28;3342031.90;3342031.90;3342031.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-02-28;5241897.11;5241897.11;5241897.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5735.05;5735.05;5735.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2610270.49;2610270.49;2610270.49;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2025-02-28;12737283.50;12737283.50;12737283.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;1845389.49;1845389.49;16000.00;1829389.49;0.00;0.00;0.00;0.00;0.00
Classe;17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;148574.00;148574.00;100574.00;48000.00;0.00;0.00;0.00;0.00;0.00
Classe;17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;582053.22;582053.22;582053.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;11183.47;11183.47;11183.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-02-28;3034042.51;3034042.51;3034042.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.047.287/0001-08;COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;554527.53;554527.53;554527.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;425137.85;425137.85;425137.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-02-28;1524708.44;1524708.44;1524708.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2025-02-28;5687.44;5687.44;5687.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;1193181.45;1193181.45;1193181.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;1362689.02;1362689.02;1362689.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-02-28;2749696.37;2749696.37;2749696.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.676/0001-34;AZUL VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;331047.20;331047.20;331047.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2025-02-28;1293348.23;1293348.23;1293348.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.845/0001-36;INVISTA I FIC FIDC MULTISSETORIAL NAO PADRONIZADO;2025-02-28;29150.94;29150.94;29150.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.206.614/0001-27;STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-02-28;24807.25;24807.25;24807.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.213.074/0001-09;CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;1172551.85;1172551.85;1172551.85;0.00;0.00;0.00;0.00;0.00;0.00
